20250724180002490,1,1,001,000256,202507,,,(有)柏原木材商行,(有)柏原木材商行,8336,30,30,20,,,4.10.15,4.10.15,1024375,1024375,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250724180002490,1,2,001,000256,202507,,,(有)谷本コンクリート,(有)谷本コンクリート,8337,30,30,20,,,4.10.15,4.10.15,144628,144628,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250724180002490,1,3,001,000256,202507,,,富士建設工業(有),富士建設工業(有),8338,30,30,20,,,4.10.15,4.10.15,426030,426030,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250724180002490,1,4,001,000256,202507,,,(株)興和工業所,(株)興和工業所,8339,30,30,20,,,4.10.15,4.10.15,135630,135630,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250724180002490,1,5,001,000256,202507,,,(株)ワイ・ビーケイ工業,(株)ワイ・ビーケイ工業,8340,30,30,20,,,4.10.15,4.10.15,434060,434060,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250724180002490,1,6,001,000256,202507,,,(株)坂出商会,(株)坂出商会,8341,30,30,20,,,4.10.15,4.10.15,311058,311058,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250724180002490,1,7,001,000256,202507,,,シコー(株),シコー(株),8342,30,30,20,,,4.10.15,4.10.15,115170,115170,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250724180002490,1,8,001,000256,202507,,,日本興業(株),日本興業(株),8343,30,30,20,,,4.10.15,4.10.15,440814,440814,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250724180002490,1,9,001,000256,202507,,,(株)コート,(株)コート,8344,30,30,20,,,4.10.15,4.10.15,1036189,1036189,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250724180002490,1,10,001,000256,202507,,,(株)城西,(株)城西,8345,30,30,20,,,4.10.15,4.10.15,554334,554334,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
20250724180002490,1,11,001,000256,202507,,,積水樹脂(株),積水樹脂(株),8346,30,30,20,,,4.10.15,4.10.15,5884541,5884541,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,11,,,testuser
20250724180002490,1,12,001,000256,202507,,,シンレキ工業(株),シンレキ工業(株),8347,30,30,20,,,4.10.15,4.10.15,199650,199650,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,12,,,testuser
20250724180002490,1,13,001,000256,202507,,,(株)吾妻商会,(株)吾妻商会,8348,30,30,20,,,4.10.15,4.10.15,487163,487163,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,13,,,testuser
