20250724180001890,1,1,001,000196,202507,,,黒田スチール(株),黒田スチール(株),8990,30,30,20,,,,,21157642,21157642,三井住友,三井住友,,高槻,5口,5口,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250724180001890,1,2,001,000196,202507,,,(株)青山製作所,(株)青山製作所,8991,30,30,20,,,,,17195402,17195402,りそな,りそな,,高槻,6口,6口,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250724180001890,1,3,001,000196,202507,,,摂津鋼材(株),摂津鋼材(株),8992,30,30,20,,,,,6450943,6450943,三井住友,三井住友,,高槻,4口,4口,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250724180001890,1,4,001,000196,202507,,,(株)ソーワテクノ,(株)ソーワテクノ,8993,30,30,20,,,,,5374757,5374757,りそな,りそな,,高槻,4口,4口,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250724180001890,1,5,001,000196,202507,,,福井化成(株),福井化成(株),8994,30,30,20,,,,,5038346,5038346,りそな,りそな,,高槻,4口,4口,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250724180001890,1,6,001,000196,202507,,,(株)オオヤマ,(株)オオヤマ,8995,30,30,20,,,,,3444529,3444529,りそな,りそな,,高槻,4口,4口,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250724180001890,1,7,001,000196,202507,,,ユタカ電装工業(株),ユタカ電装工業(株),8996,30,30,20,,,,,3145318,3145318,りそな,りそな,,高槻,4口,4口,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250724180001890,1,8,001,000196,202507,,,(株)ハイビック平田,(株)ハイビック平田,8997,30,30,20,,,,,3014692,3014692,りそな,りそな,,高槻,4口,4口,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250724180001890,1,9,001,000196,202507,,,(株)サンワ・アイ,(株)サンワ・アイ,8998,30,30,20,,,,,2278574,2278574,りそな,りそな,,高槻,4口,4口,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250724180001890,1,10,001,000196,202507,,,大津電機工業(株),大津電機工業(株),8999,30,30,20,,,,,2125724,2125724,りそな,りそな,,高槻,4口,4口,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
