20250724180001930,1,1,001,000200,202507,,,GS電池商会,GS電池商会,8636,30,30,20,,,R4.10.15,R4.10.15,1800150,1800150,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250724180001930,1,2,001,000200,202507,,,アイグラフィック,アイグラフィック,8637,30,30,20,,,R4.10.15,R4.10.15,944680,944680,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250724180001930,1,3,001,000200,202507,,,ケミテックYTT,ケミテックYTT,8638,30,30,20,,,R4.10.15,R4.10.15,116380,116380,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250724180001930,1,4,001,000200,202507,,,テクノロール,テクノロール,8639,30,30,20,,,R4.10.15,R4.10.15,199320,199320,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250724180001930,1,5,001,000200,202507,,,大商化成,大商化成,8640,30,30,20,,,R4.10.15,R4.10.15,158400,158400,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250724180001930,1,6,001,000200,202507,,,大日製缶,大日製缶,8641,30,30,20,,,R4.10.15,R4.10.15,325512,325512,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250724180001930,1,7,001,000200,202507,,,東南インキ,東南インキ,8642,30,30,20,,,R4.10.31,R4.10.31,335759,335759,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250724180001930,1,8,001,000200,202507,,,富博産業,富博産業,8643,30,30,20,,,R4.10.15,R4.10.15,400180,400180,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250724180001930,1,9,001,000200,202507,,,GS電池商会,GS電池商会,8636,30,30,20,,,R4.11.15,R4.11.15,4552240,4552240,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250724180001930,1,10,001,000200,202507,,,アイグラフィック,アイグラフィック,8637,30,30,20,,,R4.11.15,R4.11.15,1216490,1216490,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
