20250724180002700,1,1,001,000277,202507,,,いすず自動車(株),いすず自動車(株),8587,30,30,20,3.12.27,3.12.27,4.4.5,4.4.5,1000000,1000000,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250724180002700,1,2,001,000277,202507,,,いすず自動車(株),いすず自動車(株),8587,30,30,20,3.12.27,3.12.27,4.4.5,4.4.5,59000,59000,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250724180002700,1,3,001,000277,202507,,,(有)ヨコハマタイヤ,(有)ヨコハマタイヤ,8588,30,30,20,3.12.27,3.12.27,4.4.5,4.4.5,858000,858000,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250724180002700,1,4,001,000277,202507,,,(株)ブリヂストンタイヤ,(株)ブリヂストンタイヤ,8589,30,30,20,3.12.28,3.12.28,4.4.5,4.4.5,168300,168300,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250724180002700,1,5,001,000277,202507,,,いすず自動車(株),いすず自動車(株),8587,30,30,20,4.1.31,4.1.31,4.5.5,4.5.5,700000,700000,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250724180002700,1,6,001,000277,202507,,,(有)ヨコハマタイヤ,(有)ヨコハマタイヤ,8588,30,30,20,4.1.31,4.1.31,4.5.5,4.5.5,1151700,1151700,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250724180002700,1,7,001,000277,202507,,,(株)ブリヂストンタイヤ,(株)ブリヂストンタイヤ,8589,30,30,20,4.1.31,4.1.31,4.5.5,4.5.5,135300,135300,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250724180002700,1,8,001,000277,202507,,,いすず自動車(株),いすず自動車(株),8587,30,30,20,4.2.28,4.2.28,4.6.5,4.6.5,331000,331000,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250724180002700,1,9,001,000277,202507,,,(株)イーエム九州,(株)イーエム九州,8590,30,30,20,4.2.28,4.2.28,4.65,4.65,100000,100000,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250724180002700,1,10,001,000277,202507,,,いすず自動車(株),いすず自動車(株),8587,30,30,20,4.3.31,4.3.31,4.7.5,4.7.5,740000,740000,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
20250724180002700,1,11,001,000277,202507,,,(有)ヨコハマタイヤ,(有)ヨコハマタイヤ,8588,30,30,20,4.3.31,4.3.31,4.7.5,4.7.5,768000,768000,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,11,,,testuser
20250724180002700,1,12,001,000277,202507,,,(株)イーエム九州,(株)イーエム九州,8590,30,30,20,4.3.31,4.3.31,4.7.5,4.7.5,105000,105000,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,12,,,testuser
