20250724180000130,1,1,001,000014,202507,,,富士塗料興業(株),富士塗料興業(株),8328,30,30,20,R3・10・21,R3・10・21,R4・2・28,R4・2・28,427460,427460,商工組合中央金庫仙台支店,商工組合中央金庫仙台支店,,,仕入・外注代金等,仕入・外注代金等,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250724180000130,1,2,001,000014,202507,,,(株)小川真功商店,(株)小川真功商店,8329,30,30,20,R3・10・21,R3・10・21,R4・2・28,R4・2・28,1644805,1644805,商工組合中央金庫仙台支店,商工組合中央金庫仙台支店,,,仕入・外注代金等,仕入・外注代金等,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250724180000130,1,3,001,000014,202507,,,トーステ(株),トーステ(株),8330,30,30,20,R3・10・21,R3・10・21,R4・2・28,R4・2・28,684110,684110,商工組合中央金庫仙台支店,商工組合中央金庫仙台支店,,,仕入・外注代金等,仕入・外注代金等,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250724180000130,1,4,001,000014,202507,,,トーステ(株),トーステ(株),8330,30,30,20,R3・11・22,R3・11・22,R4・3・31,R4・3・31,420696,420696,商工組合中央金庫仙台支店,商工組合中央金庫仙台支店,,,仕入・外注代金等,仕入・外注代金等,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250724180000130,1,5,001,000014,202507,,,(株)小川真功商店,(株)小川真功商店,8329,30,30,20,R3・11・22,R3・11・22,R4・3・31,R4・3・31,932762,932762,商工組合中央金庫仙台支店,商工組合中央金庫仙台支店,,,仕入・外注代金等,仕入・外注代金等,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250724180000130,1,6,001,000014,202507,,,富士塗料興業(株),富士塗料興業(株),8328,30,30,20,R3・11・22,R3・11・22,R4・3・31,R4・3・31,315810,315810,商工組合中央金庫仙台支店,商工組合中央金庫仙台支店,,,仕入・外注代金等,仕入・外注代金等,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250724180000130,1,7,001,000014,202507,,,(株)小川真功商店,(株)小川真功商店,8329,30,30,20,R3・12・21,R3・12・21,R4・4・30,R4・4・30,1568403,1568403,商工組合中央金庫仙台支店,商工組合中央金庫仙台支店,,,仕入・外注代金等,仕入・外注代金等,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250724180000130,1,8,001,000014,202507,,,トーステ(株),トーステ(株),8330,30,30,20,R3・12・21,R3・12・21,R4・4・30,R4・4・30,280280,280280,商工組合中央金庫仙台支店,商工組合中央金庫仙台支店,,,仕入・外注代金等,仕入・外注代金等,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250724180000130,1,9,001,000014,202507,,,富士塗料興業(株),富士塗料興業(株),8328,30,30,20,R4・1・21,R4・1・21,R4・5・31,R4・5・31,265045,265045,商工組合中央金庫仙台支店,商工組合中央金庫仙台支店,,,仕入・外注代金等,仕入・外注代金等,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250724180000130,1,10,001,000014,202507,,,(株)小川真功商店,(株)小川真功商店,8329,30,30,20,R4・1・21,R4・1・21,R4・5・31,R4・5・31,1273156,1273156,商工組合中央金庫仙台支店,商工組合中央金庫仙台支店,,,仕入・外注代金等,仕入・外注代金等,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
20250724180000130,1,11,001,000014,202507,,,トーステ(株),トーステ(株),8330,30,30,20,R4・1・21,R4・1・21,R4・5・31,R4・5・31,457609,457609,商工組合中央金庫仙台支店,商工組合中央金庫仙台支店,,,仕入・外注代金等,仕入・外注代金等,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,11,,,testuser
